Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,17
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,17
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,14
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,12
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,15
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,17
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,16
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,11
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,16
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,18
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,14
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,18
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,28
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,27
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,29
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,22
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,32
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,28
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,39
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,36
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,40
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,32
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,24
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,29
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,23
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,34
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,37
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,39
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,34
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,34
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,42
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,35
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,51
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,64
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,59
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,65
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,69
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,66
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,72
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,73
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,89
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,87
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,102
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,97
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,72
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,98
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,104
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,100
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,91
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,84
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,98
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,117
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,114
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,98
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,129
Trade Indices,Argentina,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,118
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,0
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,0
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,0
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,1
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,4
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,6
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,6
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,10
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,10
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,18
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,14
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,20
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,23
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,26
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,32
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,29
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,28
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,19
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,28
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,28
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,40
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,54
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,58
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,93
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,149
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,132
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,154
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,137
Trade Indices,Armenia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,158
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,20
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,24
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,21
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,28
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,26
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,23
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,28
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,27
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,25
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,30
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,39
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,41
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,31
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,28
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,38
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,39
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,42
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,46
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,36
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,60
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,45
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,49
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,38
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,49
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,70
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,70
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,61
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,53
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,49
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,54
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,55
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,45
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,53
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,65
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,49
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,74
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,86
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,78
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,86
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,88
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,80
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,80
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,55
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,92
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,74
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,79
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,47
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,55
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,75
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,79
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,86
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,112
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,100
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,101
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,101
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,98
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,121
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,84
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,65
Trade Indices,Australia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,70
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,2
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,3
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,1
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,2
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,2
Trade Indices,Austria,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,2
